# Dataplane.org - for operators, by operators
# dnsversion
# 2025-09-30 12:00 - 2025-10-07 12:00
#
# The dnsversion report is free for non-commercial use ONLY.  If you wish
# to discuss commercial use of this service, please contact us at
# info@dataplane.org.  Redistribution of the dnsversion report in whole or
# in part without the express permission of Dataplane.org is expressly
# prohibited.
#
# This report is made possible through the generous support of people
# like you.  Sensor, processing, and distribution systems require
# non-free resources to setup and maintain.  We are always looking for
# financial contributions to help pay the bills and hosting to increase
# visibility.  If you find what we do useful, please consider supporting
# us.
#
# This report is informational.  This is not a block list.  Deriving
# malicious or benign intent for an individual entry in the face of
# NATs, address spoofing, and certain types of Internet activity
# (e.g., surveying research) can be difficult.  The report is provided
# on an as-is basis with no expressed warranty or guarantee of accuracy.
# Use of this data is at your own risk.  If you have questions about
# this report do not hesitate to contact us.
#
# Entries below are records of source IP addresses that have been
# identified as sending DNS CH TXT VERSION.BIND queries.
# Each entry is sorted according to a route originating ASN.  An entry
# for the IP address is listed only once even if there are multiple
# origin AS (MOAS) announcements for the covering prefix.  We use the
# PyASN IP address to ASN mapping service to construct an origin AS
# number and name.  For details about PyASN, see:
#
#   <https://pypi.org/project/pyasn/>.
#
# The report format is as follows:
#
# ASN  |  ASname  |  ipaddr  |  lastseen  |  category
#
# Each field is described below.  Please note any special formatting
# rules to aid in processing this file with automated tools and scripts.
# Blank lines may be present to improve the visual display of this file.
# Lines beginning with a hash ('#') character are comment lines.  All
# other lines are report entries.  Each field is separated by a pipe
# symbol ('|') and at least two whitespace characters on either side.
#
#   ASN        Autonomous system number originating a route for the
#              entry IP address. Note, 4-byte ASNs are supported and
#              will be displayed as a 32-bit integer.  NA is shown if
#              an origin ASN cannot be found.
#
#   ASname     A descriptive network name for the associated ASN.  The
#              name is truncated to 30 characters.  NA is shown if an
#              AS name cannot be found.
#
#   ipaddr     The IPv4 address that is being reported.
#
#   lastseen   A last seen timestamp formatted as YYYY-mm-dd HH:MM:SS
#              in UTC time.
#
#   category   Descriptive tag name for this entry.  For this report,
#              the text dnsversion will appear.
#
# A commented footer section shows an aggregate count of ASNs and
# addresses seen in the current report.
#
174          |  COGENT-174                      |  2.59.22.234      |  2025-10-07 11:31:43  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  123.245.85.248   |  2025-10-02 20:13:10  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  123.245.85.40    |  2025-09-30 15:39:52  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  123.245.85.67    |  2025-10-05 04:23:31  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  123.245.85.92    |  2025-10-03 15:22:53  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  124.31.104.10    |  2025-10-05 21:21:31  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  124.31.104.117   |  2025-10-06 13:05:26  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  124.31.104.16    |  2025-10-05 01:52:43  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  124.31.104.177   |  2025-10-05 11:57:21  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  124.31.104.180   |  2025-10-07 10:21:01  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  124.31.104.241   |  2025-10-04 06:49:53  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  124.31.104.35    |  2025-10-04 13:50:56  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  124.31.104.73    |  2025-10-04 14:20:39  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  124.31.104.86    |  2025-10-01 12:44:51  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  124.31.105.150   |  2025-10-06 00:47:59  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  124.31.105.171   |  2025-10-01 06:27:52  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  124.31.105.246   |  2025-09-30 12:35:28  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  124.31.105.3     |  2025-10-06 18:26:45  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  124.31.105.94    |  2025-10-06 04:10:04  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  124.31.106.135   |  2025-10-04 11:56:19  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  124.31.106.175   |  2025-10-05 18:37:07  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  124.31.106.180   |  2025-10-06 00:18:46  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  124.31.106.216   |  2025-10-03 22:14:44  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  124.31.106.217   |  2025-10-06 03:38:23  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  124.31.106.59    |  2025-10-03 09:24:54  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  124.31.107.140   |  2025-10-07 05:39:03  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  124.31.107.148   |  2025-10-03 11:49:26  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  124.31.107.152   |  2025-10-06 14:07:06  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  124.31.107.167   |  2025-10-04 17:41:13  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  124.31.107.23    |  2025-10-05 20:53:52  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  125.120.156.189  |  2025-10-07 11:30:15  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  125.120.224.81   |  2025-10-03 04:47:40  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  125.121.6.146    |  2025-10-01 03:34:08  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  125.82.242.129   |  2025-10-05 02:32:49  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  125.82.242.130   |  2025-10-04 10:20:10  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  125.82.242.145   |  2025-10-03 04:51:15  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  125.82.242.151   |  2025-10-04 10:41:33  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  125.82.242.177   |  2025-10-04 04:34:11  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  125.82.242.181   |  2025-10-03 18:58:52  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  125.82.242.203   |  2025-10-05 07:31:53  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  125.82.242.211   |  2025-10-05 02:29:23  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  125.82.242.234   |  2025-10-06 20:40:05  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  125.82.242.244   |  2025-10-05 01:52:44  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  125.82.242.248   |  2025-10-03 14:09:20  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  125.82.242.253   |  2025-10-05 09:55:02  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  125.82.242.4     |  2025-10-05 19:03:57  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  125.82.242.40    |  2025-10-03 20:01:58  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  125.82.243.115   |  2025-10-03 10:00:26  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  125.82.243.176   |  2025-10-03 04:33:15  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  125.82.243.199   |  2025-10-06 05:16:00  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  125.82.243.203   |  2025-10-06 04:07:20  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  125.82.243.243   |  2025-10-04 11:54:51  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  125.82.243.43    |  2025-10-01 01:51:14  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  125.82.243.93    |  2025-10-04 18:20:24  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  171.108.182.216  |  2025-10-07 05:13:25  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  171.12.10.241    |  2025-09-30 18:59:16  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  171.8.138.73     |  2025-10-03 01:06:32  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  171.8.138.94     |  2025-10-04 01:42:15  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  175.30.48.105    |  2025-10-05 00:18:33  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  175.30.48.110    |  2025-10-05 04:23:32  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  175.30.48.117    |  2025-10-04 02:18:34  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  175.30.48.119    |  2025-10-05 12:33:52  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  175.30.48.126    |  2025-10-04 00:49:55  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  175.30.48.160    |  2025-10-01 06:08:48  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  175.30.48.167    |  2025-10-06 18:12:19  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  175.30.48.169    |  2025-10-02 16:13:31  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  175.30.48.191    |  2025-10-03 23:40:07  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  175.30.48.198    |  2025-10-05 10:21:10  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  175.30.48.200    |  2025-10-04 11:50:48  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  175.30.48.202    |  2025-10-06 18:16:28  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  175.30.48.204    |  2025-10-06 20:00:25  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  175.30.48.21     |  2025-10-07 11:01:17  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  175.30.48.212    |  2025-10-04 13:46:36  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  175.30.48.221    |  2025-10-05 12:18:43  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  175.30.48.253    |  2025-10-04 18:20:26  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  175.30.48.48     |  2025-10-07 10:32:07  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  175.30.48.67     |  2025-10-03 18:00:49  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  175.30.48.68     |  2025-10-03 07:47:37  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  175.30.48.82     |  2025-10-05 15:23:05  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  175.30.48.89     |  2025-10-05 19:52:35  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  175.30.48.90     |  2025-10-05 06:11:32  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  180.111.30.106   |  2025-10-04 16:40:52  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  180.111.30.228   |  2025-10-03 08:06:21  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  180.111.30.254   |  2025-10-03 20:36:47  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  180.111.30.5     |  2025-10-06 21:41:53  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  180.111.30.99    |  2025-10-05 11:22:28  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  182.138.158.103  |  2025-10-02 03:02:38  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  182.138.158.110  |  2025-10-03 04:40:24  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  182.138.158.127  |  2025-10-03 02:59:05  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  182.138.158.177  |  2025-10-02 10:32:11  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  182.138.158.19   |  2025-10-03 19:34:38  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  182.138.158.219  |  2025-10-04 17:33:21  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  182.138.158.229  |  2025-10-04 01:15:24  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  182.138.158.23   |  2025-10-07 06:37:20  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  182.138.158.4    |  2025-10-01 23:06:11  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  182.138.158.48   |  2025-10-03 02:23:26  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  182.138.158.59   |  2025-10-01 19:20:08  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  182.138.158.65   |  2025-10-06 08:56:30  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  182.138.158.70   |  2025-10-07 10:12:27  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  182.138.158.77   |  2025-10-07 11:12:36  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  182.138.158.85   |  2025-10-06 05:28:17  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  182.32.50.223    |  2025-09-30 17:02:53  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  183.134.104.173  |  2025-10-07 03:13:36  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  183.160.194.118  |  2025-10-03 09:19:51  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  183.160.194.135  |  2025-10-03 23:55:45  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  183.160.194.139  |  2025-10-01 15:16:43  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  183.160.194.214  |  2025-10-04 13:36:09  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  183.160.195.219  |  2025-10-04 03:47:22  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  183.160.195.71   |  2025-10-01 06:50:44  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  183.6.187.227    |  2025-10-04 12:25:10  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  183.6.187.228    |  2025-10-05 10:55:58  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  183.6.187.229    |  2025-10-06 20:18:42  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  183.6.187.230    |  2025-10-06 03:31:18  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  202.101.73.84    |  2025-10-04 09:57:34  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  202.102.220.2    |  2025-10-06 08:38:35  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  218.64.60.126    |  2025-10-02 18:57:07  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  218.66.32.186    |  2025-10-04 11:58:04  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  218.66.32.37     |  2025-10-07 10:26:45  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  218.66.32.60     |  2025-10-03 21:40:59  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  219.139.136.2    |  2025-10-01 23:38:56  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  220.177.9.97     |  2025-10-02 08:39:58  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  222.175.106.134  |  2025-10-02 05:55:14  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  222.175.106.135  |  2025-10-02 06:38:00  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  222.186.13.130   |  2025-10-06 18:03:10  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  222.186.13.133   |  2025-10-07 04:10:23  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  222.94.32.169    |  2025-10-06 02:48:58  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  222.94.32.66     |  2025-10-04 13:32:08  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  222.94.32.67     |  2025-10-01 12:44:49  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  222.95.168.219   |  2025-10-01 02:08:17  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  223.199.160.106  |  2025-10-07 10:21:27  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  223.199.160.165  |  2025-10-06 11:32:22  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  223.199.167.245  |  2025-10-06 12:38:23  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  223.199.167.59   |  2025-10-01 04:22:09  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  223.199.168.75   |  2025-10-06 12:00:18  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  223.199.170.176  |  2025-10-05 08:18:03  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  223.199.170.179  |  2025-09-30 16:17:46  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  223.199.171.224  |  2025-10-03 03:46:45  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  223.199.173.113  |  2025-10-06 05:12:23  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  223.199.175.124  |  2025-10-04 05:33:51  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  223.199.177.146  |  2025-10-04 08:19:27  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  223.199.179.201  |  2025-10-05 04:50:08  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  223.199.179.239  |  2025-10-06 18:45:50  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  223.199.183.69   |  2025-10-03 21:44:43  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  223.199.183.92   |  2025-10-02 00:42:40  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  223.199.185.150  |  2025-10-06 20:41:00  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  223.199.186.121  |  2025-10-01 02:48:29  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  223.199.187.179  |  2025-10-05 21:21:33  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  223.199.187.229  |  2025-10-02 08:38:42  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  223.199.189.176  |  2025-10-04 21:55:51  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  223.199.191.165  |  2025-10-02 16:35:09  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  36.24.168.209    |  2025-10-05 10:21:08  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  36.24.26.199     |  2025-09-30 23:31:08  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  36.49.87.130     |  2025-10-02 01:33:56  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  42.92.120.164    |  2025-10-01 02:48:35  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  42.92.120.190    |  2025-10-06 18:25:16  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  42.92.120.20     |  2025-10-04 05:29:18  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  42.92.120.245    |  2025-10-06 05:42:29  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  42.92.120.25     |  2025-10-06 12:48:00  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  42.92.120.31     |  2025-10-06 20:40:03  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  42.92.120.36     |  2025-10-01 08:43:36  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  42.92.120.39     |  2025-10-07 05:17:31  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  42.92.120.41     |  2025-10-04 09:57:33  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  42.92.120.53     |  2025-10-05 20:30:27  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  42.92.120.63     |  2025-10-01 06:08:49  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  42.92.120.98     |  2025-10-05 21:37:14  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  42.92.121.110    |  2025-10-06 23:09:35  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  42.92.121.12     |  2025-10-04 01:58:34  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  42.92.121.189    |  2025-09-30 19:05:55  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  42.92.121.32     |  2025-10-06 19:52:21  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  42.92.121.68     |  2025-10-01 00:46:02  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  42.92.121.78     |  2025-10-02 04:36:57  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  42.92.121.91     |  2025-10-04 12:31:48  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  49.113.92.13     |  2025-10-04 03:22:59  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  49.113.92.233    |  2025-10-06 01:11:21  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  49.113.92.242    |  2025-10-03 22:06:12  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  49.113.92.48     |  2025-10-06 17:32:24  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  49.113.93.15     |  2025-10-05 08:57:58  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  49.113.93.197    |  2025-10-04 13:00:31  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  49.113.93.23     |  2025-10-06 01:29:05  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  49.113.93.238    |  2025-10-04 01:18:07  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  49.113.93.250    |  2025-10-04 22:24:40  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  49.113.93.70     |  2025-10-02 00:41:51  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  49.113.94.86     |  2025-10-04 09:20:46  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  49.113.95.0      |  2025-10-03 19:33:10  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  49.113.95.14     |  2025-10-03 11:57:47  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  49.113.95.155    |  2025-10-03 21:45:27  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  49.113.95.171    |  2025-10-05 07:24:39  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  49.113.95.176    |  2025-10-03 05:19:54  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  49.113.95.194    |  2025-10-01 04:00:30  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  49.113.95.213    |  2025-10-04 21:54:22  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  49.113.95.51     |  2025-10-05 14:37:15  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  58.212.237.111   |  2025-10-01 11:05:07  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  58.212.237.123   |  2025-10-04 07:34:31  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  58.212.237.125   |  2025-10-02 23:14:30  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  58.212.237.147   |  2025-10-04 17:27:06  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  58.212.237.187   |  2025-09-30 18:10:59  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  58.212.237.225   |  2025-10-06 23:09:36  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  58.212.237.76    |  2025-10-07 04:13:22  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  58.212.237.94    |  2025-10-04 13:02:08  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  58.56.96.53      |  2025-10-06 20:44:27  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  58.59.233.157    |  2025-10-04 20:14:19  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  58.59.233.160    |  2025-10-04 14:20:41  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  58.59.233.164    |  2025-10-07 10:31:23  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  58.59.233.182    |  2025-10-01 04:54:50  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  58.59.233.189    |  2025-10-01 06:31:47  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  58.59.235.195    |  2025-10-03 06:53:48  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  58.59.246.107    |  2025-10-07 10:32:05  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  58.59.246.125    |  2025-10-03 03:25:44  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  58.59.246.199    |  2025-10-06 09:36:04  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  58.59.246.230    |  2025-10-06 00:59:12  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  58.59.246.92     |  2025-10-05 12:10:12  |  dnsversion
4134         |  CHINANET-BACKBONE No.31,Jin-ro  |  59.173.132.139   |  2025-10-04 12:08:21  |  dnsversion
